Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,36:14,9,23,.391,1,6,.167,2,2,1.000,3,7,10,4,1,0,7,5,21,-14
Lauri Markkanen,35:55,5,14,.357,0,5,.000,2,2,1.000,0,7,7,1,1,0,2,3,12,-14
Coby White,32:06,5,13,.385,2,4,.500,2,2,1.000,0,7,7,4,0,0,2,4,14,-9
Patrick Williams,30:51,5,12,.417,2,4,.500,1,2,.500,4,4,8,1,0,1,1,2,13,-3
Daniel Gafford,18:00,1,2,.500,0,0,,2,2,1.000,1,0,1,0,0,0,1,4,4,-5
Thaddeus Young,22:39,3,5,.600,0,0,,0,2,.000,1,3,4,2,3,0,2,4,6,-17
Garrett Temple,21:53,0,3,.000,0,1,.000,2,2,1.000,0,2,2,1,0,0,0,3,2,-20
Denzel Valentine,13:26,1,6,.167,1,3,.333,0,0,,0,1,1,1,1,0,1,1,3,+1
Tomáš Satoranský,11:33,1,1,1.000,1,1,1.000,2,4,.500,0,1,1,3,1,0,1,1,5,+8
Chandler Hutchison,7:26,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,1,0,0,+4
Cristiano Felício,7:03,2,2,1.000,0,0,,3,4,.750,1,1,2,0,1,0,0,1,7,+6
Ryan Arcidiacono,2:54,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,+8
