Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Michael Carter-Williams,31:47,3,10,.300,0,0,,2,4,.500,1,6,7,9,3,2,0,0,8,+15
Chuma Okeke,28:09,7,11,.636,1,3,.333,3,3,1.000,2,2,4,2,3,0,3,2,18,+15
James Ennis,27:38,2,8,.250,0,3,.000,1,1,1.000,2,4,6,1,0,0,1,2,5,+2
Dwayne Bacon,20:51,4,9,.444,0,1,.000,0,0,,1,2,3,0,1,0,0,1,8,+2
Khem Birch,19:07,4,9,.444,0,1,.000,0,0,,1,1,2,2,1,0,2,1,8,-12
Terrence Ross,25:35,3,12,.250,1,4,.250,8,8,1.000,1,1,2,1,1,0,0,2,15,+12
Otto Porter,21:00,5,10,.500,0,0,,3,3,1.000,0,7,7,4,0,0,0,1,13,-3
Wendell Carter,18:03,4,4,1.000,1,1,1.000,2,2,1.000,3,3,6,3,0,3,2,1,11,+8
Mohamed Bamba,17:56,4,10,.400,2,2,1.000,2,2,1.000,3,5,8,0,0,1,0,2,12,+7
Chasson Randle,16:13,0,4,.000,0,1,.000,0,0,,0,2,2,0,1,0,0,1,0,-8
R.J. Hampton,13:41,2,5,.400,0,1,.000,1,2,.500,1,2,3,1,0,0,0,0,5,-3
