Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,37:55,8,18,.444,5,12,.417,2,4,.500,0,0,0,3,2,1,5,3,23,-17
Chris Paul,37:51,5,11,.455,1,4,.250,0,0,,0,7,7,9,0,0,2,5,11,-19
Deandre Ayton,36:49,7,9,.778,0,0,,0,3,.000,4,9,13,2,1,2,5,5,14,-26
Mikal Bridges,32:34,3,9,.333,0,4,.000,0,2,.000,3,5,8,1,1,1,1,1,6,-23
Jae Crowder,22:19,2,8,.250,2,8,.250,0,0,,0,4,4,1,0,0,1,5,6,-9
Dario Šarić,28:19,4,12,.333,2,6,.333,2,2,1.000,1,5,6,0,2,0,4,3,12,+7
Cameron Johnson,27:23,3,9,.333,2,7,.286,2,2,1.000,0,5,5,2,0,3,0,1,10,+18
Cameron Payne,15:09,3,6,.500,0,3,.000,0,0,,0,2,2,3,2,0,3,1,6,+14
Jevon Carter,14:47,0,0,,0,0,,0,0,,1,2,3,3,2,0,0,0,0,+18
Langston Galloway,11:54,6,9,.667,5,8,.625,0,0,,0,2,2,0,0,0,0,1,17,+12
