Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mike Bibby,36:59,.576,.538,.231,.154,0.0,5.0,2.5,15.6,5.2,1.6,26.5,19.7,92,89,1.7
Chris Webber,34:32,.509,.500,.000,.333,5.2,21.1,13.1,9.6,0.0,1.7,12.7,26.1,98,94,-1.9
Peja Stojaković,28:33,.687,.647,.353,.353,3.1,19.1,11.0,13.5,1.6,0.0,4.8,27.5,140,92,13.8
Doug Christie,24:41,.563,.500,.500,.250,7.2,7.4,7.3,27.2,1.9,2.4,18.4,16.8,117,94,6.1
Vlade Divac,16:55,.400,.286,.143,.571,21.3,16.3,18.8,39.9,0.0,0.0,0.0,19.9,128,97,5.7
Jim Jackson,28:20,.333,.333,.111,.000,9.7,9.9,9.8,33.5,3.4,0.0,10.0,13.8,105,92,3.1
Scot Pollard,23:11,.598,.571,.000,.714,19.7,32.1,25.8,6.4,2.1,5.2,9.8,17.1,127,82,6.5
Hedo Türkoğlu,22:13,.250,.250,.300,.000,4.1,4.2,4.2,11.9,0.0,0.0,16.7,21.1,61,101,-13.7
Keon Clark,18:08,.376,.500,.000,.750,0.0,20.5,10.2,15.0,0.0,6.6,15.8,13.6,74,90,-1.4
Lawrence Funderburke,3:14,.000,.000,.000,.000,60.4,61.5,61.0,0.0,0.0,0.0,0.0,25.7,57,80,-17.9
Gerald Wallace,3:14,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0,103,-18.6
