Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Rudy Gobert,36:49,6,8,.750,0,0,,0,0,,0,10,10,4,1,4,1,1,12,+5
Donovan Mitchell,34:47,8,23,.348,2,10,.200,2,4,.500,0,2,2,5,1,0,3,3,20,-4
Bojan Bogdanović,34:44,8,17,.471,5,9,.556,2,2,1.000,0,3,3,1,2,0,1,0,23,-3
Royce O'Neale,33:59,3,3,1.000,2,2,1.000,1,2,.500,2,4,6,0,1,1,2,4,9,+1
Mike Conley,32:22,8,15,.533,2,6,.333,2,2,1.000,3,7,10,9,1,1,2,3,20,+1
Jordan Clarkson,25:42,5,10,.500,2,5,.400,4,4,1.000,2,2,4,2,1,0,3,1,16,+5
Joe Ingles,20:23,2,4,.500,0,2,.000,0,0,,0,4,4,3,1,0,3,3,4,0
Derrick Favors,11:10,3,4,.750,0,0,,0,0,,1,2,3,0,1,0,1,3,6,-4
Georges Niang,8:23,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-1
Miye Oni,1:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+5
