Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,0,240,43,86,.500,13,36,.361,11,14,.786,8,35,43,24,9,6,16,19,110
OKC,1,240,40,86,.465,15,38,.395,14,19,.737,7,30,37,21,9,5,15,16,109
