Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAL,0,240,34,82,.415,16,44,.364,17,18,.944,8,30,38,24,9,2,11,18,101
CHO,1,240,36,83,.434,9,35,.257,12,18,.667,12,33,45,22,5,3,16,18,93
