Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jae Crowder,34:57,7,11,.636,6,9,.667,1,2,.500,0,3,3,1,1,0,2,4,21,-2
Devin Booker,34:36,6,14,.429,3,8,.375,9,10,.900,1,0,1,6,0,0,1,1,24,+2
Chris Paul,31:36,4,12,.333,0,0,,4,4,1.000,1,3,4,8,2,0,0,2,12,+1
Deandre Ayton,31:25,5,8,.625,0,1,.000,1,1,1.000,2,14,16,1,0,0,2,5,11,-1
Mikal Bridges,29:09,3,10,.300,3,7,.429,4,4,1.000,3,1,4,3,0,1,1,4,13,+4
Cameron Johnson,23:19,6,10,.600,4,7,.571,0,0,,0,3,3,0,1,0,1,1,16,+9
Jevon Carter,17:04,2,4,.500,2,4,.500,0,0,,0,1,1,0,0,2,1,2,6,+10
Dario Šarić,16:34,6,11,.545,2,3,.667,1,1,1.000,1,4,5,1,0,0,0,2,15,+9
Cameron Payne,16:24,1,3,.333,1,1,1.000,2,2,1.000,0,3,3,10,0,0,1,2,5,+7
Langston Galloway,4:55,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,+1
