Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
SAC,240,.562,.543,.309,.160,22.9,71.9,49.5,54.3,5.0,5.6,10.7,100.0,113.0,110.0
LAC,240,.504,.455,.283,.232,28.1,77.1,50.5,46.3,8.0,7.7,7.6,100.0,110.0,113.0
