Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,44:01,11,26,.423,3,5,.600,13,19,.684,2,2,4,10,2,1,2,1,38,+7
John Collins,43:21,13,24,.542,1,3,.333,4,5,.800,4,7,11,0,1,1,3,3,31,+18
Solomon Hill,39:35,2,8,.250,2,7,.286,0,0,,1,4,5,3,0,0,1,2,6,+2
Kevin Huerter,39:24,6,12,.500,3,4,.750,2,2,1.000,1,4,5,4,2,0,1,3,17,+14
Clint Capela,38:47,10,18,.556,0,0,,7,12,.583,12,14,26,2,1,5,0,2,27,+17
Tony Snell,17:23,0,4,.000,0,3,.000,0,0,,2,1,3,0,0,0,2,2,0,0
Onyeka Okongwu,13:41,1,3,.333,0,0,,0,0,,1,5,6,0,0,3,0,0,2,-11
Rajon Rondo,12:05,1,2,.500,0,0,,0,0,,0,2,2,2,0,0,3,0,2,+4
Brandon Goodwin,11:27,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-7
Nathan Knight,5:15,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-4
