Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tyus Jones,32:12,3,8,.375,1,4,.250,1,2,.500,0,0,0,8,2,1,1,0,8,-17
Dillon Brooks,29:13,5,13,.385,3,5,.600,0,1,.000,1,4,5,2,2,0,0,3,13,-16
Kyle Anderson,28:59,4,10,.400,1,3,.333,1,1,1.000,0,5,5,2,1,0,1,0,10,-17
Brandon Clarke,28:32,5,11,.455,1,2,.500,1,2,.500,1,2,3,1,3,1,0,2,12,-10
Jonas Valančiūnas,25:42,4,13,.308,0,1,.000,5,5,1.000,2,9,11,2,1,1,4,1,13,-10
Desmond Bane,24:39,3,8,.375,1,4,.250,0,0,,0,3,3,1,1,0,2,1,7,+12
Gorgui Dieng,21:38,6,8,.750,1,1,1.000,0,0,,1,3,4,1,2,0,2,3,13,+8
Xavier Tillman,17:34,3,8,.375,0,1,.000,2,2,1.000,0,2,2,0,1,0,1,0,8,+13
De'Anthony Melton,15:44,2,6,.333,1,3,.333,0,0,,0,2,2,5,1,1,2,3,5,+12
Grayson Allen,15:43,1,2,.500,1,2,.500,0,0,,0,3,3,2,0,0,0,1,3,+15
