Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Harden,30:58,6,13,.462,3,9,.333,0,0,,0,5,5,13,0,1,2,2,15,+26
John Wall,28:45,5,11,.455,3,4,.750,1,2,.500,0,3,3,4,0,0,0,3,14,+26
P.J. Tucker,28:33,5,7,.714,5,7,.714,0,0,,1,3,4,5,0,2,0,3,15,+24
Christian Wood,26:32,9,17,.529,1,5,.200,3,4,.750,3,12,15,0,1,2,1,1,22,+18
David Nwaba,22:52,3,6,.500,0,2,.000,0,0,,0,2,2,0,0,1,1,0,6,+17
Eric Gordon,18:51,2,5,.400,1,4,.250,0,0,,0,2,2,1,1,1,1,0,5,+18
Sterling Brown,18:10,3,4,.750,3,4,.750,0,0,,1,4,5,0,0,0,0,3,9,+21
DeMarcus Cousins,16:31,1,7,.143,0,4,.000,4,5,.800,1,4,5,4,1,0,0,2,6,+21
Ben McLemore,15:32,5,6,.833,5,5,1.000,0,0,,0,3,3,2,1,0,1,2,15,+11
Jae'Sean Tate,15:29,5,5,1.000,0,0,,0,0,,0,1,1,2,1,0,1,1,10,+20
Mason Jones,7:22,1,3,.333,0,1,.000,0,0,,1,0,1,2,0,0,1,0,2,+2
Kenyon Martin,5:28,3,3,1.000,1,1,1.000,0,0,,0,1,1,0,1,0,0,0,7,+3
Bruno Caboclo,4:57,3,4,.750,0,1,.000,0,0,,0,2,2,1,0,1,0,1,6,+3
