Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHI,0,240,43,85,.506,7,25,.280,24,33,.727,5,42,47,32,14,6,13,23,117
DAL,1,240,41,93,.441,8,31,.258,11,19,.579,12,35,47,18,6,2,16,23,101
