Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Brandon Ingram,37:20,10,19,.526,3,6,.500,1,2,.500,0,9,9,11,3,1,3,2,24,+17
Eric Bledsoe,34:27,6,12,.500,4,8,.500,2,4,.500,0,2,2,6,1,1,4,1,18,+4
Steven Adams,30:37,4,6,.667,0,0,,0,0,,2,6,8,3,4,2,0,1,8,+16
Zion Williamson,29:34,7,9,.778,0,0,,1,4,.250,4,6,10,3,1,1,6,3,15,+6
Lonzo Ball,28:48,4,9,.444,4,8,.500,4,6,.667,1,4,5,2,1,2,5,3,16,+16
J.J. Redick,28:52,8,14,.571,6,11,.545,1,1,1.000,0,3,3,1,0,0,1,4,23,+10
Josh Hart,26:41,2,5,.400,1,4,.250,1,3,.333,1,4,5,1,2,0,2,2,6,+8
Nicolò Melli,13:31,0,4,.000,0,3,.000,0,0,,0,2,2,2,1,0,1,0,0,-6
Jaxson Hayes,6:17,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,+1
Nickeil Alexander-Walker,3:53,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,-2
