Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CLE,1,240,48,91,.527,9,23,.391,13,16,.813,11,34,45,31,13,6,16,22,118
PHI,0,240,33,79,.418,12,37,.324,16,22,.727,8,31,39,24,9,5,21,19,94
