Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Larry Nance,35:22,1.083,1.083,.667,.000,3.2,9.7,6.5,16.5,2.7,0.0,40.0,11.9,122,97,5.0
Collin Sexton,29:20,.624,.567,.133,.400,0.0,11.7,5.8,14.1,1.6,0.0,5.4,26.7,127,99,2.6
Darius Garland,28:56,.467,.467,.200,.000,0.0,0.0,0.0,31.9,3.3,0.0,11.8,24.7,102,98,-2.0
Andre Drummond,25:40,.607,.611,.000,.222,26.7,35.6,31.2,20.5,5.6,8.9,4.8,34.0,130,79,15.4
Kevin Love,8:50,.333,.333,.167,.000,12.9,25.9,19.4,29.3,5.4,0.0,0.0,28.6,98,87,2.0
Dante Exum,23:05,.600,.600,.200,.000,5.0,14.9,9.9,29.9,4.1,0.0,16.7,10.9,133,92,5.0
Cedi Osman,21:46,.788,.750,.500,.250,0.0,10.5,5.3,11.9,2.2,5.3,10.1,19.1,143,95,7.3
Damyean Dotson,19:42,.500,.500,.600,.000,0.0,5.8,2.9,5.6,2.4,0.0,28.6,15.0,74,99,-6.0
JaVale McGee,16:26,.509,.417,.333,.333,0.0,41.7,20.9,13.9,0.0,13.9,22.5,22.7,91,88,-0.9
Dean Wade,14:25,.375,.375,.750,.000,7.9,23.8,15.9,0.0,0.0,7.9,20.0,14.6,74,95,-8.5
Marques Bolden,5:54,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,200,106,-0.5
Thon Maker,5:54,1.000,1.000,.000,.000,19.4,19.4,19.4,0.0,0.0,0.0,50.0,14.3,99,100,-11.6
Lamar Stevens,4:40,.532,.000,.000,2.000,0.0,49.0,24.5,0.0,0.0,0.0,0.0,17.0,127,94,-3.1
