Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DEN,240,.610,.571,.553,.400,19.1,82.6,50.5,71.8,6.1,6.8,8.3,100.0,123.2,106.0
LAL,240,.526,.494,.322,.333,17.4,80.9,49.5,67.5,4.0,10.5,9.1,100.0,106.0,123.2
