Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Harrison Barnes,40:25,.521,.429,.500,1.000,4.8,15.8,10.1,26.8,2.4,2.4,0.0,20.5,128,107,7.7
De'Aaron Fox,38:24,.522,.452,.333,.524,0.0,13.9,6.6,29.1,1.3,5.1,7.2,29.7,111,109,4.2
Buddy Hield,37:41,.432,.393,.643,.357,0.0,5.7,2.7,12.0,0.0,0.0,5.8,18.7,95,117,-6.6
Richaun Holmes,33:09,.857,.750,.000,.875,17.7,35.4,26.2,5.1,0.0,5.9,8.3,14.9,170,105,7.1
Marvin Bagley,27:39,.684,.692,.077,.154,10.6,19.3,14.8,8.1,1.8,0.0,6.7,22.1,131,109,4.7
Cory Joseph,18:23,.000,.000,.429,.000,10.7,5.8,8.3,7.1,0.0,5.3,12.5,17.8,27,113,-20.6
Kyle Guy,14:32,.000,.000,1.000,.000,0.0,0.0,0.0,17.9,0.0,0.0,33.3,8.5,33,118,-15.3
DaQuan Jeffries,14:26,.167,.167,.333,.000,0.0,7.4,3.5,0.0,0.0,0.0,25.0,22.7,27,116,-27.8
Nemanja Bjelica,12:06,.820,.875,.250,.500,8.1,26.4,16.9,47.4,4.1,0.0,0.0,16.5,175,103,24.6
Justin James,3:15,,,,,0.0,32.8,15.7,0.0,0.0,0.0,100.0,12.6,0,110,-20.3
