Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,0,240,37,89,.416,7,32,.219,29,41,.707,14,35,49,24,5,6,10,25,110
DET,1,240,37,82,.451,12,33,.364,21,32,.656,10,35,45,20,6,6,11,25,107
