Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Saddiq Bey,33:24,6,10,.600,5,7,.714,2,2,1.000,0,3,3,4,0,0,0,1,19,+2
Jerami Grant,29:35,3,12,.250,1,5,.200,0,0,,0,4,4,1,1,1,2,4,7,+2
Saben Lee,26:05,7,12,.583,2,2,1.000,3,5,.600,1,2,3,5,1,1,3,3,19,-2
Wayne Ellington,20:56,1,5,.200,1,4,.250,0,0,,0,1,1,1,0,0,2,0,3,+4
Mason Plumlee,18:21,0,1,.000,0,0,,5,6,.833,2,6,8,2,0,0,3,5,5,0
Isaiah Stewart,29:38,5,7,.714,1,2,.500,3,4,.750,1,1,2,3,0,1,1,4,14,+14
Hamidou Diallo,27:15,6,10,.600,1,2,.500,6,7,.857,2,8,10,3,1,2,2,1,19,+17
Cory Joseph,24:10,5,8,.625,2,4,.500,5,5,1.000,1,3,4,5,2,1,2,4,17,+12
Frank Jackson,17:16,4,8,.500,2,4,.500,2,2,1.000,1,2,3,0,0,0,2,0,12,+6
Tyler Cook,13:19,1,2,.500,0,0,,1,3,.333,1,4,5,2,1,0,1,2,3,+15
