Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Buddy Hield,31:33,2,10,.200,1,8,.125,3,3,1.000,2,4,6,1,0,0,2,2,8,-11
De'Aaron Fox,29:59,7,15,.467,1,8,.125,8,11,.727,1,1,2,9,1,1,1,3,23,-22
Harrison Barnes,29:25,2,6,.333,0,3,.000,4,6,.667,0,4,4,2,1,0,1,1,8,-12
Richaun Holmes,21:55,6,9,.667,0,0,,1,1,1.000,1,1,2,1,0,1,2,3,13,-15
DaQuan Jeffries,11:47,0,2,.000,0,1,.000,0,0,,0,3,3,0,1,1,1,1,0,-11
Tyrese Haliburton,30:47,9,14,.643,3,6,.500,1,2,.500,0,4,4,4,2,0,3,0,22,+1
Cory Joseph,26:53,7,12,.583,2,5,.400,0,0,,0,3,3,1,2,0,1,3,16,-3
Nemanja Bjelica,26:43,4,8,.500,1,2,.500,0,0,,1,3,4,3,0,0,3,3,9,-2
Hassan Whiteside,15:32,1,2,.500,0,0,,0,0,,0,5,5,0,1,2,1,3,2,-5
Chimezie Metu,7:42,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,4,+6
Glenn Robinson,6:32,1,1,1.000,0,0,,3,3,1.000,0,0,0,1,0,0,0,0,5,+4
Kyle Guy,1:12,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
