Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jrue Holiday,33:52,7,17,.412,4,9,.444,2,2,1.000,1,3,4,8,2,2,3,2,20,+17
Donte DiVincenzo,33:31,7,14,.500,4,10,.400,0,0,,2,5,7,4,2,0,3,3,18,0
Khris Middleton,32:14,6,15,.400,4,8,.500,7,7,1.000,0,2,2,3,0,0,1,0,23,+14
Giannis Antetokounmpo,28:34,8,11,.727,0,3,.000,1,2,.500,0,11,11,7,2,1,1,3,17,+5
Brook Lopez,24:26,7,8,.875,1,2,.500,9,10,.900,3,4,7,1,0,2,1,3,24,+20
Pat Connaughton,27:44,3,8,.375,1,6,.167,0,0,,1,8,9,2,0,0,1,0,7,+1
P.J. Tucker,18:44,1,2,.500,1,2,.500,0,0,,1,1,2,3,0,0,1,2,3,+3
Bryn Forbes,17:47,4,5,.800,3,4,.750,0,0,,0,3,3,0,1,0,1,1,11,-6
Bobby Portis,15:05,7,14,.500,1,2,.500,1,2,.500,5,3,8,1,0,0,2,0,16,-13
Jeff Teague,8:03,1,1,1.000,0,0,,0,0,,0,0,0,1,1,0,3,0,2,-1
