Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Aleksej Pokusevski,31:30,8,19,.421,2,6,.333,1,1,1.000,2,2,4,0,0,2,4,4,19,-27
Théo Maledon,26:16,5,12,.417,0,2,.000,4,5,.800,0,6,6,1,0,0,3,1,14,-26
Sviatoslav Mykhailiuk,26:11,5,10,.500,1,4,.250,6,6,1.000,0,3,3,2,4,0,1,0,17,-22
Moses Brown,25:59,4,7,.571,0,0,,3,4,.750,2,3,5,0,0,2,1,3,11,-27
Kenrich Williams,21:38,2,10,.200,0,3,.000,2,2,1.000,3,1,4,2,1,0,1,4,6,-17
Ty Jerome,27:41,5,12,.417,0,3,.000,0,0,,0,3,3,5,0,0,1,0,10,-7
Justin Robinson,23:56,3,7,.429,1,5,.200,2,3,.667,0,1,1,2,1,0,0,5,9,+3
Jaylen Hoard,22:08,4,10,.400,0,1,.000,2,2,1.000,4,2,6,0,1,1,3,1,10,+2
Tony Bradley,22:01,4,7,.571,0,0,,1,2,.500,2,7,9,2,0,1,1,2,9,+3
Darius Miller,12:40,1,3,.333,1,3,.333,0,0,,0,1,1,3,3,0,0,0,3,-2
