Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ja Morant,34:25,7,15,.467,1,3,.333,7,8,.875,0,1,1,7,1,0,2,2,22,+6
Dillon Brooks,31:07,7,18,.389,2,7,.286,3,4,.750,0,1,1,3,1,0,1,5,19,+1
Jonas Valančiūnas,29:47,6,10,.600,0,0,,4,7,.571,6,8,14,4,2,0,1,3,16,-6
Kyle Anderson,23:45,6,7,.857,1,2,.500,0,0,,1,2,3,3,1,0,0,1,13,-2
Desmond Bane,22:56,3,6,.500,1,4,.250,0,0,,0,1,1,0,1,0,0,3,7,-15
Brandon Clarke,25:14,3,6,.500,0,0,,4,6,.667,3,3,6,2,1,2,0,2,10,-1
Justise Winslow,23:53,3,9,.333,1,2,.500,0,0,,1,3,4,1,2,0,2,1,7,-9
De'Anthony Melton,18:42,6,11,.545,1,4,.250,0,0,,0,0,0,3,3,0,0,2,13,+14
Xavier Tillman,16:36,2,3,.667,0,0,,1,2,.500,0,2,2,1,1,1,0,1,5,-6
Tyus Jones,13:35,4,7,.571,0,0,,2,2,1.000,0,0,0,3,0,0,1,1,10,-12
