Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaden McDaniels,37:12,.680,.700,.600,.400,6.3,17.9,11.7,5.8,2.5,0.0,33.8,9.5,102,132,-6.2
Karl-Anthony Towns,34:38,.780,.765,.353,.471,10.1,34.6,21.6,26.5,0.0,2.1,16.3,28.2,139,134,6.9
Anthony Edwards,33:52,.582,.571,.238,.238,10.4,7.9,9.2,13.1,1.3,0.0,7.9,29.6,121,136,-3.3
Ricky Rubio,29:50,.568,.409,.273,.818,0.0,22.3,10.4,27.1,4.6,0.0,0.0,20.0,145,127,3.1
Jake Layman,16:29,.699,.667,.167,.167,0.0,16.2,7.6,8.0,0.0,0.0,0.0,15.6,150,138,-3.6
D'Angelo Russell,23:47,.494,.400,.467,.333,4.9,0.0,2.6,26.6,0.0,0.0,5.5,30.5,120,139,-7.2
Jordan McLaughlin,20:11,.250,.250,.000,.000,0.0,0.0,0.0,15.6,2.3,0.0,0.0,7.9,97,134,-10.2
Jarrett Culver,18:18,.680,.700,.200,.400,12.8,7.3,10.2,13.1,0.0,4.0,14.5,15.0,134,135,-0.9
Naz Reid,15:15,.830,.786,.286,.857,15.4,26.2,20.4,0.0,0.0,0.0,0.0,25.2,176,137,7.2
Juan Hernangómez,10:28,.568,,,,0.0,25.5,11.9,9.6,0.0,0.0,53.2,7.1,75,137,-8.4
