Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ben Simmons,26:21,.628,.571,.000,.571,0.0,9.6,4.3,19.7,3.8,0.0,25.5,21.5,99,110,-3.5
Tobias Harris,25:59,.462,.462,.154,.000,0.0,14.6,6.5,15.4,3.9,7.4,13.3,27.8,81,104,-0.7
Seth Curry,24:01,.400,.400,.700,.000,0.0,0.0,0.0,6.9,0.0,0.0,16.7,24.1,67,121,-13.3
Danny Green,22:59,.680,.600,1.000,.400,0.0,22.0,9.8,20.3,2.2,4.2,0.0,12.3,147,108,9.0
Dwight Howard,19:55,.635,.571,.000,.286,15.4,25.4,19.8,9.5,0.0,0.0,0.0,19.1,143,115,0.2
Matisse Thybulle,27:08,.667,.667,.667,.000,3.8,14.0,8.3,6.0,1.9,0.0,0.0,10.7,136,113,2.3
Mike Scott,23:48,.643,.643,1.000,.000,0.0,37.2,16.6,0.0,4.2,4.0,0.0,14.2,118,100,7.4
Shake Milton,21:34,.592,.563,.250,.125,0.0,11.7,5.2,34.1,2.3,0.0,32.2,27.8,88,113,-5.6
Furkan Korkmaz,19:09,.381,.286,.571,.286,0.0,0.0,0.0,16.7,7.9,10.0,0.0,19.8,89,96,7.7
Tyrese Maxey,15:45,.604,.500,.333,.444,0.0,16.0,7.2,13.4,0.0,0.0,0.0,32.9,124,117,3.2
Paul Reed,6:43,.000,.000,.000,.000,15.2,18.8,16.8,0.0,15.0,0.0,0.0,14.4,39,82,-11.8
Isaiah Joe,3:19,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0,120,-26.4
Rayjon Tucker,3:19,,,,,0.0,38.1,17.0,0.0,0.0,0.0,,0.0,0,112,-9.9
