Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zach LaVine,35:57,.481,.444,.667,.222,3.3,19.1,11.9,22.3,0.0,2.3,13.2,25.3,106,99,0.2
Nikola Vučević,35:12,.552,.552,.241,.000,16.6,30.6,24.2,27.4,0.0,2.4,12.1,37.5,113,96,5.9
Tomáš Satoranský,34:25,.500,.500,.286,.000,3.4,14.2,9.3,10.5,2.7,0.0,30.0,11.6,88,96,-5.1
Patrick Williams,30:41,.592,.563,.125,.125,3.8,6.4,5.2,8.3,6.2,0.0,19.2,13.6,109,89,4.1
Thaddeus Young,27:54,.595,.600,.000,.400,8.4,17.6,13.4,25.5,1.7,3.0,20.3,21.1,113,94,3.3
Coby White,31:23,.658,.611,.444,.222,3.7,9.4,6.8,25.2,0.0,0.0,9.2,13.8,146,102,1.4
Lauri Markkanen,21:32,.952,.929,.571,.286,5.4,22.7,14.9,0.0,2.2,3.8,11.3,16.5,162,92,14.0
Troy Brown,15:04,.338,.250,.500,.250,7.8,13.0,10.6,7.8,3.1,5.5,18.4,14.4,82,89,-3.9
Denzel Valentine,3:48,,,,,30.8,51.6,42.1,0.0,0.0,0.0,100.0,21.0,24,96,-22.0
Javonte Green,1:21,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0,104,-37.0
Cristiano Felício,1:21,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104,-7.4
Ryan Arcidiacono,1:21,.000,.000,1.000,.000,0.0,72.6,39.5,0.0,0.0,0.0,0.0,29.6,0,92,-31.6
