Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHI,0,240,44,94,.468,14,33,.424,11,14,.786,14,43,57,28,9,5,20,12,113
IND,1,240,38,88,.432,9,30,.300,12,16,.750,6,27,33,20,15,12,14,17,97
