Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zion Williamson,37:17,8,17,.471,0,0,,7,8,.875,6,6,12,7,4,0,6,1,23,+15
Eric Bledsoe,34:07,5,11,.455,2,5,.400,2,2,1.000,2,3,5,4,0,0,1,1,14,+11
Lonzo Ball,33:37,11,23,.478,7,13,.538,4,4,1.000,0,6,6,4,1,0,3,0,33,+12
Brandon Ingram,25:18,5,15,.333,3,5,.600,0,0,,0,3,3,5,2,0,0,1,13,-4
Steven Adams,23:41,0,3,.000,0,0,,1,2,.500,1,7,8,2,0,1,0,0,1,+5
Jaxson Hayes,23:54,4,7,.571,0,0,,0,0,,2,7,9,0,1,1,0,0,8,-3
James Johnson,23:27,2,5,.400,0,2,.000,2,4,.500,1,4,5,2,1,1,1,2,6,+6
Naji Marshall,23:15,4,9,.444,0,2,.000,2,2,1.000,2,5,7,2,1,0,1,2,10,-8
James Nunnally,8:44,0,2,.000,0,2,.000,0,0,,0,2,2,2,0,0,0,1,0,-7
Kira Lewis,6:40,0,5,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-2
