Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
OKC,1,240,37,76,.487,8,32,.250,15,21,.714,5,35,40,22,3,4,18,18,97
NYK,0,240,44,90,.489,14,35,.400,17,22,.773,11,33,44,23,12,2,10,20,119
