Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Joe Ingles,32:51,3,7,.429,1,5,.200,1,2,.500,0,3,3,6,1,0,2,1,8,+30
Donovan Mitchell,31:52,9,21,.429,3,12,.250,5,7,.714,0,3,3,2,1,0,2,4,26,+6
Royce O'Neale,31:38,3,6,.500,0,3,.000,2,2,1.000,1,6,7,4,3,3,2,3,8,+16
Bojan Bogdanović,30:43,7,13,.538,2,6,.333,3,4,.750,1,5,6,3,0,0,3,1,19,+17
Rudy Gobert,30:12,6,7,.857,0,1,.000,4,5,.800,1,11,12,0,0,3,2,1,16,+17
Jordan Clarkson,28:56,4,15,.267,2,9,.222,1,1,1.000,1,3,4,5,2,0,3,2,11,+6
Georges Niang,17:45,5,9,.556,4,6,.667,0,0,,1,2,3,5,1,0,0,2,14,+4
Derrick Favors,15:53,2,2,1.000,0,0,,2,2,1.000,1,4,5,1,0,1,0,3,6,+4
Miye Oni,13:22,0,4,.000,0,3,.000,4,4,1.000,3,0,3,0,1,0,1,4,4,+2
Juwan Morgan,1:55,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0,-3
Jarrell Brantley,1:55,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,-3
Shaquille Harrison,1:29,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-3
Trent Forrest,1:29,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0,-3
