Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Joe Ingles,32:51,.508,.500,.714,.286,0.0,9.5,4.8,25.3,1.5,0.0,20.2,12.8,103,100,-1.3
Donovan Mitchell,31:52,.540,.500,.571,.333,0.0,9.8,5.0,11.8,1.5,0.0,7.7,34.8,103,99,-0.4
Royce O'Neale,31:38,.581,.500,.500,.333,3.4,19.8,11.7,17.6,4.5,9.1,22.5,11.9,111,83,8.2
Bojan Bogdanović,30:43,.644,.615,.462,.308,3.5,17.0,10.3,16.7,0.0,0.0,16.9,24.6,111,101,1.8
Rudy Gobert,30:12,.870,.857,.143,.714,3.5,38.0,21.0,0.0,0.0,9.5,17.9,15.8,137,89,6.8
Jordan Clarkson,28:56,.356,.333,.600,.067,3.7,10.8,7.3,25.6,3.3,0.0,16.3,27.1,78,95,-4.6
Georges Niang,17:45,.778,.778,.667,.000,6.0,11.8,8.9,53.1,2.7,0.0,0.0,21.6,166,96,24.8
Derrick Favors,15:53,1.042,1.000,.000,1.000,6.7,26.3,16.6,9.2,0.0,6.0,0.0,7.7,221,94,7.0
Miye Oni,13:22,.347,.000,.750,1.000,23.9,0.0,11.8,0.0,3.6,0.0,14.8,21.5,91,96,-11.8
Jarrell Brantley,1:55,,,,,0.0,54.4,27.5,0.0,24.9,0.0,,0.0,0,35,26.0
Juwan Morgan,1:55,.000,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0,105,-24.0
Trent Forrest,1:29,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,32.2,0.0,0.0,28.7,0,32,10.5
Shaquille Harrison,1:29,,,,,71.9,0.0,35.6,0.0,0.0,0.0,,0.0,224,105,10.7
