Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
James Harden,39:34,6,15,.400,0,5,.000,9,9,1.000,0,14,14,15,0,1,7,2,21,-3
Kyrie Irving,36:47,13,18,.722,4,6,.667,4,6,.667,0,1,1,4,1,0,3,3,34,+7
Jeff Green,34:36,8,11,.727,2,2,1.000,2,3,.667,0,6,6,2,0,2,0,2,20,+6
Joe Harris,34:30,5,11,.455,3,8,.375,0,0,,0,2,2,2,1,0,1,2,13,-7
DeAndre Jordan,30:01,3,6,.500,0,0,,2,4,.500,3,7,10,1,0,1,2,4,8,-4
Landry Shamet,23:27,1,5,.200,1,4,.250,0,0,,0,0,0,3,0,0,1,2,3,+6
Nicolas Claxton,16:17,3,3,1.000,0,0,,0,0,,0,4,4,1,1,2,1,2,6,+11
Tyler Johnson,16:08,2,3,.667,2,3,.667,0,0,,0,1,1,1,0,0,0,1,6,+4
Bruce Brown,6:58,3,3,1.000,0,0,,0,0,,0,3,3,0,0,0,0,1,6,+7
Timothé Luwawu-Cabarrot,1:41,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2
