Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BRK,1,240,44,76,.579,12,29,.414,17,22,.773,3,38,41,29,3,6,15,19,117
NYK,0,240,37,92,.402,15,42,.357,23,27,.852,13,27,40,16,9,2,8,22,112
