Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
DeMar DeRozan,42:01,9,21,.429,0,1,.000,4,5,.800,2,4,6,11,0,0,3,4,22,-8
Lonnie Walker,37:03,7,17,.412,5,10,.500,0,0,,0,4,4,4,1,2,0,1,19,-6
Dejounte Murray,36:31,8,15,.533,1,2,.500,2,2,1.000,0,6,6,8,0,0,2,3,19,-1
Jakob Poeltl,36:26,7,8,.875,0,0,,0,2,.000,4,8,12,2,1,1,1,2,14,-9
Trey Lyles,27:13,3,9,.333,2,5,.400,2,2,1.000,0,7,7,0,0,0,0,0,10,-14
Patty Mills,31:28,5,10,.500,4,8,.500,0,0,,0,0,0,5,0,0,1,1,14,0
Keita Bates-Diop,19:40,2,5,.400,1,2,.500,0,0,,1,2,3,0,0,0,0,1,5,-14
Luka Šamanić,16:38,3,7,.429,2,5,.400,0,2,.000,0,5,5,0,0,0,0,1,8,+2
LaMarcus Aldridge,15:08,0,3,.000,0,2,.000,2,2,1.000,1,3,4,0,0,0,2,3,2,+1
Tre Jones,1:26,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Drew Eubanks,1:26,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-3
