Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,1,240,41,79,.519,8,25,.320,33,45,.733,10,32,42,22,9,2,14,27,123
MIN,0,240,42,91,.462,11,34,.324,21,27,.778,10,32,42,24,8,4,14,31,116
