Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Terrence Ross,41:15,9,17,.529,4,9,.444,6,6,1.000,1,4,5,3,1,0,1,0,28,-8
Nikola Vučević,36:21,10,21,.476,2,8,.250,7,7,1.000,3,6,9,3,1,1,2,2,29,-4
Michael Carter-Williams,34:26,7,12,.583,2,2,1.000,4,4,1.000,0,6,6,7,2,1,2,6,20,-9
Dwayne Bacon,29:39,1,4,.250,0,2,.000,4,4,1.000,0,2,2,4,1,0,1,0,6,+4
Al-Farouq Aminu,24:59,4,13,.308,2,4,.500,4,4,1.000,3,5,8,2,0,2,2,3,14,-9
Chuma Okeke,25:05,0,3,.000,0,2,.000,2,2,1.000,0,6,6,0,0,0,1,3,2,-2
Chasson Randle,13:33,1,5,.200,1,4,.250,0,0,,0,1,1,4,0,0,0,0,3,+6
Khem Birch,12:40,2,3,.667,1,1,1.000,0,0,,2,1,3,1,0,0,0,1,5,+10
Mohamed Bamba,11:39,1,2,.500,0,0,,0,0,,1,4,5,0,0,0,1,0,2,+1
Gary Clark,10:21,1,4,.250,1,3,.333,0,0,,0,1,1,0,1,1,0,0,3,-4
