Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tobias Harris,36:08,.300,.300,.300,.000,2.9,12.8,7.6,19.5,0.0,4.5,16.7,15.0,77,111,-6.7
Seth Curry,35:23,1.100,1.100,.600,.000,0.0,16.3,7.7,5.0,2.9,0.0,16.7,15.4,161,107,11.8
Ben Simmons,34:46,.305,.333,.000,.833,3.0,16.6,9.4,19.6,3.0,0.0,10.9,12.0,85,107,-5.4
Joel Embiid,34:37,.652,.587,.130,.304,9.0,30.0,18.9,6.9,0.0,0.0,13.3,39.4,117,110,4.5
Danny Green,34:04,.423,.423,.923,.000,0.0,16.9,8.0,13.0,1.5,2.4,7.1,18.6,92,108,-2.1
Matisse Thybulle,20:59,.460,.500,.600,.200,0.0,0.0,0.0,0.0,2.5,7.8,0.0,11.7,94,106,-0.1
George Hill,19:13,.525,.333,.000,1.333,5.4,6.0,5.7,7.0,0.0,0.0,0.0,11.2,131,116,-3.1
Dwight Howard,18:23,.549,.455,.000,.364,33.9,31.3,32.7,10.5,0.0,13.3,7.3,33.9,126,99,6.3
Shake Milton,17:57,.581,.500,.000,.333,0.0,6.4,3.0,17.8,0.0,0.0,12.7,19.9,114,116,-3.0
Furkan Korkmaz,13:30,.190,.143,.429,.286,7.7,8.5,8.1,41.2,3.8,6.0,0.0,26.4,77,102,0.3
