Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
HOU,1,240,39,88,.443,9,32,.281,13,16,.813,7,31,38,21,7,4,13,17,100
DET,0,240,37,85,.435,14,29,.483,25,28,.893,12,37,49,28,7,4,13,17,113
