Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Victor Oladipo,36:13,7,18,.389,2,9,.222,3,3,1.000,0,3,3,4,0,0,4,1,19,-7
Danuel House,34:25,4,10,.400,2,4,.500,0,0,,0,4,4,2,1,0,0,4,10,-11
Jae'Sean Tate,32:14,5,8,.625,0,2,.000,2,2,1.000,1,2,3,3,4,1,0,2,12,-3
John Wall,28:33,7,16,.438,2,5,.400,5,8,.625,0,3,3,7,0,0,6,3,21,-14
Christian Wood,27:36,8,14,.571,1,5,.200,1,1,1.000,1,10,11,2,1,2,2,1,18,-14
Sterling Brown,23:04,1,3,.333,1,2,.500,0,0,,1,2,3,0,0,0,0,3,3,-6
Kenyon Martin,20:39,4,6,.667,0,1,.000,0,0,,2,3,5,0,0,1,0,1,8,-8
D.J. Augustin,20:24,2,6,.333,1,2,.500,2,2,1.000,2,1,3,3,1,0,0,0,7,+1
Kevin Porter,9:42,1,5,.200,0,1,.000,0,0,,0,0,0,0,0,0,1,2,2,-2
D.J. Wilson,6:51,0,2,.000,0,1,.000,0,0,,0,3,3,0,0,0,0,0,0,-1
Anthony Lamb,0:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
