Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CLE,1,240,45,87,.517,8,25,.320,27,32,.844,13,37,50,24,7,3,12,18,125
BRK,0,240,42,87,.483,14,43,.326,15,17,.882,6,23,29,23,5,8,11,25,113
