Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,1,240,40,88,.455,23,55,.418,9,9,1.000,7,38,45,27,6,3,9,21,112
ORL,0,240,32,84,.381,11,34,.324,21,30,.700,9,35,44,20,6,4,6,13,96
