Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,0,240,42,89,.472,12,33,.364,13,20,.650,10,35,45,22,3,0,16,29,109
PHI,1,240,36,78,.462,9,27,.333,36,45,.800,11,30,41,20,12,3,9,20,117
