Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,1,240,44,82,.537,17,37,.459,20,24,.833,5,30,35,27,15,3,18,22,125
MIA,0,240,40,81,.494,12,34,.353,16,26,.615,9,32,41,28,4,1,20,19,108
