Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Fred VanVleet,44:32,7,25,.280,4,12,.333,4,4,1.000,2,4,6,5,2,0,1,2,22,-3
Pascal Siakam,42:13,17,28,.607,2,6,.333,8,11,.727,2,9,11,7,1,0,4,3,44,0
Gary Trent,36:06,8,16,.500,5,10,.500,4,4,1.000,1,2,3,1,1,0,1,4,25,+4
Khem Birch,36:01,7,11,.636,1,2,.500,2,2,1.000,4,5,9,1,1,4,1,5,17,+6
Stanley Johnson,29:23,0,2,.000,0,2,.000,0,0,,0,2,2,5,1,0,1,6,0,0
DeAndre' Bembry,23:49,3,6,.500,2,3,.667,2,4,.500,4,1,5,1,2,0,2,6,10,-7
Freddie Gillespie,16:54,1,4,.250,0,0,,1,2,.500,4,3,7,0,1,1,1,2,3,-6
Malachi Flynn,15:53,2,7,.286,0,0,,0,0,,0,2,2,3,0,0,1,0,4,-3
Rodney Hood,11:39,1,3,.333,0,2,.000,0,0,,1,4,5,0,0,0,0,1,2,-2
Jalen Harris,8:28,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,+1
