Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Brandon Clarke,34:47,.654,.654,.077,.000,6.7,9.6,8.2,13.8,2.8,0.0,7.1,18.1,127,109,3.6
Ja Morant,34:03,.629,.550,.200,.800,0.0,9.8,5.0,41.5,2.9,2.7,22.8,23.1,117,108,3.8
Xavier Tillman,28:42,.676,.688,.250,.250,8.2,15.6,11.9,5.1,3.4,0.0,10.1,15.5,124,105,-2.0
Kyle Anderson,27:53,.556,.556,.556,.000,8.4,24.0,16.4,10.1,3.5,3.3,18.2,17.7,100,100,-0.6
Dillon Brooks,22:12,.138,.100,.400,.200,0.0,10.1,5.1,16.7,0.0,0.0,8.4,24.1,45,115,-22.6
Grayson Allen,26:00,.722,.625,.625,.875,0.0,25.8,13.2,16.5,1.9,0.0,26.5,26.1,109,107,1.5
Tyus Jones,22:12,.688,.688,.250,.000,10.5,15.1,12.9,21.5,2.2,0.0,0.0,16.2,150,109,7.4
Desmond Bane,22:08,.556,.556,.444,.000,0.0,5.0,2.6,13.4,2.2,0.0,18.2,22.3,91,112,-1.1
Gorgui Dieng,14:32,.735,.700,.200,.200,0.0,23.0,11.8,21.2,3.4,6.4,0.0,16.8,154,100,14.5
John Konchar,7:28,.667,.667,.000,.000,15.7,0.0,7.7,45.7,6.6,0.0,0.0,18.1,158,103,15.4
