Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,1,240,41,83,.494,11,26,.423,15,20,.750,9,31,40,31,13,3,15,15,108
PHO,0,240,40,88,.455,15,36,.417,9,16,.563,12,32,44,30,8,4,18,20,104
