Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Devin Booker,33:10,.722,.625,.063,.875,3.6,28.1,15.2,21.6,0.0,0.0,8.3,30.7,145,138,5.2
Chris Paul,31:59,.545,.458,.417,.333,11.3,12.5,11.8,48.2,0.0,0.0,6.8,19.5,144,140,4.1
Torrey Craig,25:52,.167,.167,.500,.000,4.6,15.5,9.8,4.0,0.0,11.1,14.3,11.4,54,130,-9.9
Josh Okogie,20:30,.694,.500,.500,1.000,5.9,19.5,12.3,10.3,0.0,9.4,25.8,8.0,131,131,-0.4
Bismack Biyombo,16:49,.564,.750,.000,.750,14.3,7.9,11.3,14.5,0.0,11.4,27.3,18.4,95,130,-3.2
T.J. Warren,28:46,.558,.577,.308,.077,4.2,9.3,6.6,4.6,3.4,0.0,6.9,21.2,109,132,-4.8
Terrence Ross,26:47,.889,.875,.625,.125,0.0,24.9,11.8,6.3,0.0,0.0,0.0,26.6,172,138,15.3
Jock Landale,24:38,.743,.727,.000,.091,14.6,16.2,15.4,18.0,0.0,0.0,0.0,19.6,163,139,5.8
Landry Shamet,15:57,.625,.625,.500,.000,0.0,8.4,4.0,0.0,0.0,0.0,20.0,13.2,93,140,-9.4
Cameron Payne,15:32,.085,.000,.600,.400,0.0,25.8,12.2,32.2,0.0,0.0,33.8,24.1,47,138,-22.8
