Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Karl-Anthony Towns,32:16,7,19,.368,2,6,.333,7,9,.778,2,9,11,5,0,3,5,5,23,-6
Anthony Edwards,32:10,9,22,.409,3,11,.273,0,2,.000,2,4,6,0,1,2,1,2,21,+2
Josh Okogie,28:42,5,7,.714,2,3,.667,0,1,.000,0,3,3,2,1,0,1,5,12,0
Ricky Rubio,25:28,1,4,.250,1,1,1.000,3,4,.750,1,1,2,3,2,0,2,3,6,-8
Jarred Vanderbilt,23:08,4,7,.571,0,0,,3,5,.600,4,8,12,2,0,2,3,2,11,-1
Jaylen Nowell,25:46,5,9,.556,3,4,.750,2,2,1.000,0,5,5,4,1,0,0,4,15,-15
Jordan McLaughlin,22:32,1,4,.250,0,2,.000,0,0,,0,0,0,3,2,0,2,3,2,-8
Naz Reid,17:55,8,12,.667,0,3,.000,1,2,.500,0,1,1,3,1,1,1,4,17,-5
Jaden McDaniels,14:58,0,3,.000,0,3,.000,0,0,,0,3,3,1,0,1,1,1,0,-18
Jarrett Culver,14:01,1,6,.167,0,1,.000,1,2,.500,3,2,5,0,0,1,1,0,3,-20
Juan Hernangómez,3:04,0,2,.000,0,1,.000,2,2,1.000,0,2,2,0,1,0,1,0,2,-1
