Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,1,240,43,91,.473,12,31,.387,13,17,.765,10,30,40,28,9,4,16,17,111
IND,0,240,46,87,.529,13,28,.464,17,21,.810,9,36,45,25,9,6,15,18,122
