Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luguentz Dort,33:01,.618,.583,.667,.333,0.0,7.8,4.0,5.4,0.0,0.0,17.9,20.3,102,109,-3.0
Moses Brown,32:15,.425,.400,.000,.400,11.2,37.2,24.6,4.8,2.8,0.0,33.8,11.0,77,93,-4.4
Théo Maledon,31:51,.581,.500,.500,.333,0.0,2.7,1.4,22.8,0.0,4.2,22.5,22.3,99,108,-0.7
Darius Bazley,31:39,.436,.400,.400,.333,5.7,10.8,8.3,18.3,0.0,0.0,22.5,28.1,78,108,-8.4
Aleksej Pokusevski,27:35,.237,.188,.250,.125,9.9,18.6,14.4,6.0,1.7,0.0,0.0,24.5,66,102,-10.3
Ty Jerome,18:56,.833,.833,.667,.000,0.0,9.1,4.7,35.1,0.0,3.5,50.0,12.7,95,106,-1.4
Sviatoslav Mykhailiuk,18:04,.761,.714,.714,.286,0.0,4.7,2.4,0.0,0.0,0.0,0.0,17.5,152,111,6.7
Isaiah Roby,15:45,.689,.667,.333,.111,11.5,38.1,25.2,32.5,8.7,0.0,17.5,29.1,119,80,20.5
Gabriel Deck,14:35,.200,.200,.600,.000,6.2,5.9,6.0,21.4,0.0,0.0,16.7,16.5,59,110,-13.4
Charlie Brown,9:20,.200,.200,.400,.000,0.0,18.4,9.4,0.0,0.0,7.1,0.0,21.5,45,101,-9.4
Josh Hall,6:59,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.7,0,112,-15.1
