Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Royce O'Neale,30:50,2,4,.500,2,4,.500,0,0,,2,2,4,3,1,0,0,2,6,+21
Donovan Mitchell,30:38,4,16,.250,2,7,.286,3,4,.750,2,8,10,8,2,0,1,1,13,+19
Rudy Gobert,26:54,8,12,.667,0,0,,2,3,.667,1,8,9,0,0,1,3,1,18,+14
Mike Conley,26:54,5,10,.500,4,6,.667,0,0,,3,5,8,8,2,0,3,3,14,+14
Bojan Bogdanović,26:25,5,10,.500,5,8,.625,0,0,,0,2,2,2,2,0,0,0,15,+18
Jordan Clarkson,23:30,6,13,.462,4,10,.400,2,2,1.000,0,4,4,2,0,0,0,4,18,+17
Joe Ingles,22:27,1,3,.333,1,3,.333,0,0,,1,2,3,2,0,0,3,2,3,+8
Georges Niang,17:22,2,8,.250,2,6,.333,0,0,,0,0,0,0,0,0,0,0,6,+6
Derrick Favors,16:54,5,5,1.000,0,0,,2,4,.500,3,4,7,0,0,0,1,2,12,+12
Miye Oni,5:07,2,3,.667,2,3,.667,0,0,,0,2,2,0,0,0,0,1,6,-1
Trent Forrest,4:35,0,1,.000,0,0,,0,0,,0,0,0,3,0,0,1,0,0,-1
Jarrell Brantley,4:12,1,2,.500,0,1,.000,0,0,,1,2,3,0,0,0,0,0,2,-1
Juwan Morgan,4:12,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,0,1,-1
