Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
UTA,240,.609,.598,.552,.172,29.8,76.5,54.1,68.3,7.6,1.9,11.4,100.0,123.6,96.5
LAL,240,.474,.447,.388,.235,23.5,70.2,45.9,50.0,5.4,10.3,13.0,100.0,96.5,123.6
