Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Gary Harris,31:46,6,10,.600,2,4,.500,0,0,,2,1,3,1,2,1,1,2,14,+8
Nikola Jokić,30:04,9,15,.600,1,3,.333,3,3,1.000,3,7,10,5,1,1,2,1,22,+8
Jamal Murray,29:17,4,9,.444,1,4,.250,0,0,,0,0,0,3,0,0,0,2,9,+11
Will Barton,21:49,2,7,.286,0,2,.000,1,2,.500,0,2,2,4,0,0,0,1,5,+1
Paul Millsap,21:25,3,9,.333,2,6,.333,2,3,.667,0,5,5,0,2,0,1,2,10,0
JaMychal Green,22:53,4,5,.800,2,2,1.000,0,0,,1,7,8,1,1,0,0,2,10,+24
Monte Morris,22:50,5,10,.500,2,5,.400,0,0,,0,3,3,3,1,0,0,1,12,+26
PJ Dozier,17:16,4,6,.667,3,4,.750,1,2,.500,0,5,5,2,1,1,1,3,12,+17
Facundo Campazzo,14:10,2,5,.400,1,2,.500,0,0,,0,2,2,2,2,0,1,2,5,+16
Isaiah Hartenstein,11:32,3,3,1.000,0,0,,2,2,1.000,1,1,2,1,1,0,3,6,8,+15
Bol Bol,3:44,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,1,2,1,3,+1
R.J. Hampton,3:44,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+1
Zeke Nnaji,3:44,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1
Markus Howard,2:53,1,3,.333,0,2,.000,0,0,,0,0,0,1,0,0,0,1,2,-2
Vlatko Čančar,2:53,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,0,0,-2
