Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Brandon Clarke,33:49,9,15,.600,0,1,.000,1,2,.500,3,6,9,3,3,0,0,1,19,-1
Jonas Valančiūnas,30:13,11,19,.579,0,1,.000,2,2,1.000,8,8,16,1,0,2,1,5,24,+4
Dillon Brooks,27:37,4,15,.267,1,5,.200,0,0,,0,2,2,6,0,0,3,4,9,+3
Tyus Jones,27:31,4,12,.333,1,5,.200,0,0,,1,2,3,7,1,0,1,0,9,-1
Kyle Anderson,23:38,2,8,.250,2,2,1.000,1,2,.500,0,7,7,5,0,0,0,2,7,+3
Grayson Allen,26:28,6,10,.600,3,5,.600,5,5,1.000,0,0,0,2,2,2,1,2,20,+16
De'Anthony Melton,24:46,7,12,.583,1,4,.250,0,0,,0,1,1,4,2,1,1,1,15,+7
Xavier Tillman,17:47,6,8,.750,0,0,,0,0,,3,2,5,3,2,0,0,4,12,+7
Desmond Bane,16:34,1,4,.250,0,1,.000,1,2,.500,0,3,3,0,0,0,0,2,3,+3
Tim Frazier,11:37,0,3,.000,0,1,.000,0,0,,0,1,1,2,1,0,0,3,0,+14
