Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dorian Finney-Smith,33:26,5,6,.833,2,3,.667,0,0,,1,3,4,3,0,1,2,2,12,+28
Tim Hardaway,33:15,13,24,.542,10,18,.556,0,2,.000,1,3,4,1,0,1,1,2,36,+19
Luka Dončić,30:16,8,15,.533,5,10,.500,2,5,.400,1,11,12,8,0,0,7,1,23,+20
Josh Richardson,22:40,6,11,.545,3,5,.600,2,2,1.000,1,0,1,1,0,0,1,1,17,-3
Willie Cauley-Stein,18:15,1,2,.500,0,0,,0,0,,0,3,3,1,0,0,0,1,2,+5
Dwight Powell,28:33,3,4,.750,0,0,,1,1,1.000,5,5,10,3,3,2,0,5,7,+13
Josh Green,23:40,1,2,.500,0,1,.000,2,2,1.000,2,2,4,3,3,0,1,1,4,+17
Jalen Brunson,18:18,7,12,.583,2,5,.400,3,3,1.000,0,1,1,2,0,0,1,1,19,-8
Nicolò Melli,15:05,0,4,.000,0,2,.000,0,0,,1,3,4,3,0,0,0,1,0,-7
Trey Burke,6:53,2,4,.500,0,1,.000,1,1,1.000,0,0,0,0,0,0,0,1,5,-7
J.J. Redick,6:13,0,2,.000,0,2,.000,2,2,1.000,0,1,1,0,0,0,0,0,2,+5
Tyler Bey,1:43,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-6
Nate Hinton,1:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6
