Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHO,240,.560,.517,.382,.213,20.0,84.1,53.6,59.5,5.8,19.3,14.9,100.0,105.0,99.2
HOU,240,.527,.477,.352,.250,15.9,80.0,46.4,45.9,10.6,9.1,14.1,100.0,99.2,105.0
