Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Mikal Bridges,36:57,6,11,.545,2,6,.333,4,4,1.000,2,2,4,1,2,2,0,1,18,+10
Chris Paul,33:55,10,17,.588,5,8,.625,3,4,.750,1,2,3,8,0,1,0,1,28,+3
Devin Booker,29:59,6,14,.429,0,3,.000,7,8,.875,0,3,3,7,1,0,3,2,19,-4
Deandre Ayton,29:28,4,8,.500,0,0,,2,2,1.000,1,4,5,0,2,2,0,4,10,+7
Jae Crowder,13:20,1,7,.143,1,6,.167,0,0,,3,1,4,4,1,1,2,2,3,-6
Cameron Johnson,30:01,6,12,.500,3,9,.333,0,0,,1,3,4,3,0,0,0,1,15,+9
Dario Šarić,18:27,2,4,.500,0,2,.000,3,3,1.000,0,1,1,3,0,0,0,5,7,-2
Torrey Craig,17:19,2,4,.500,0,2,.000,0,0,,1,6,7,3,0,1,0,2,4,-4
Jevon Carter,16:29,3,5,.600,3,4,.750,0,0,,0,1,1,0,1,0,1,1,9,+2
Cameron Payne,14:05,1,4,.250,1,2,.500,0,0,,1,0,1,1,0,1,2,2,3,0
