Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHO,240,.609,.564,.488,.244,25.0,62.2,42.9,73.2,7.7,14.5,7.7,100.0,128.2,124.9
PHI,240,.618,.594,.313,.325,37.8,75.0,57.1,58.5,7.7,15.9,14.9,100.0,124.9,128.2
