Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jaylen Brown,34:50,8,22,.364,2,7,.286,2,2,1.000,1,7,8,2,2,0,3,1,20,-20
Jayson Tatum,32:15,6,16,.375,1,5,.200,6,7,.857,4,7,11,2,1,0,5,3,19,-28
Marcus Smart,30:21,5,11,.455,3,7,.429,4,4,1.000,1,0,1,4,1,1,1,2,17,-10
Kemba Walker,29:29,7,17,.412,3,9,.333,3,5,.600,2,4,6,4,2,0,0,1,20,-17
Tristan Thompson,25:40,2,4,.500,0,0,,1,2,.500,1,3,4,1,0,0,2,0,5,-15
Evan Fournier,19:48,0,3,.000,0,2,.000,0,0,,0,3,3,1,0,0,1,1,0,+2
Grant Williams,18:49,3,4,.750,3,4,.750,0,0,,2,1,3,2,0,0,0,4,9,-1
Payton Pritchard,15:34,0,3,.000,0,2,.000,2,2,1.000,0,2,2,1,0,0,0,1,2,-7
Jabari Parker,11:33,1,3,.333,0,1,.000,2,2,1.000,0,1,1,0,0,1,0,0,4,-1
Aaron Nesmith,8:01,1,3,.333,1,2,.500,2,2,1.000,0,2,2,0,0,0,0,0,5,0
Romeo Langford,3:25,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,-2
Tremont Waters,3:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2
Luke Kornet,3:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Carsen Edwards,3:25,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-2
