Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DAL,240,.535,.500,.472,.303,22.9,73.2,46.1,59.0,5.9,8.3,12.9,100.0,106.8,116.6
CHI,240,.601,.535,.435,.353,26.8,77.1,53.9,41.0,10.9,4.3,14.0,100.0,116.6,106.8
