Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,1,240,50,94,.532,9,16,.563,12,19,.632,10,38,48,25,11,6,12,24,121
DET,0,240,37,84,.440,9,27,.333,17,23,.739,9,36,45,19,7,6,18,20,100
