Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Malik Beasley,33:11,5,14,.357,0,6,.000,0,0,,4,3,7,3,1,0,4,2,10,-11
Anthony Edwards,31:18,5,12,.417,2,5,.400,1,1,1.000,0,3,3,2,1,0,0,2,13,-3
D'Angelo Russell,28:56,7,19,.368,3,9,.333,1,2,.500,0,2,2,4,1,0,0,1,18,-4
Josh Okogie,22:14,1,6,.167,1,4,.250,0,0,,2,0,2,2,1,0,0,0,3,-12
Ed Davis,19:36,3,5,.600,0,0,,2,2,1.000,2,3,5,0,0,1,0,2,8,-7
Jaden McDaniels,21:38,5,10,.500,1,4,.250,0,0,,2,2,4,0,0,0,2,3,11,+2
Ricky Rubio,19:28,1,4,.250,0,1,.000,0,0,,0,5,5,4,0,0,1,2,2,0
Jarred Vanderbilt,19:12,1,4,.250,0,0,,2,4,.500,0,9,9,4,0,0,1,2,4,+8
Jaylen Nowell,17:06,5,13,.385,1,3,.333,1,2,.500,3,1,4,1,0,0,0,2,12,+2
Jake Layman,14:07,2,4,.500,1,3,.333,0,0,,0,1,1,0,0,0,0,0,5,+10
Naz Reid,13:14,5,11,.455,2,3,.667,0,0,,2,1,3,0,0,0,0,5,12,+5
