Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Lonzo Ball,36:19,6,14,.429,4,9,.444,0,0,,1,11,12,12,4,2,4,1,16,+1
Brandon Ingram,34:30,11,22,.500,4,9,.444,1,1,1.000,1,6,7,5,0,0,6,3,27,-3
Zion Williamson,30:55,8,17,.471,0,0,,5,7,.714,1,1,2,0,2,0,3,3,21,+6
Eric Bledsoe,27:11,7,12,.583,2,6,.333,1,3,.333,1,2,3,4,2,0,3,3,17,+2
Steven Adams,12:53,1,2,.500,0,0,,0,0,,0,1,1,2,1,0,0,1,2,-5
Willy Hernangómez,23:57,3,5,.600,0,0,,1,2,.500,2,3,5,0,0,0,0,2,7,+2
Naji Marshall,18:03,2,5,.400,1,3,.333,2,2,1.000,0,5,5,2,1,1,3,1,7,-2
Wenyen Gabriel,17:36,0,1,.000,0,0,,0,0,,0,1,1,0,2,0,0,5,0,+1
Kira Lewis,17:01,1,4,.250,1,2,.500,0,0,,0,1,1,1,0,1,1,2,3,-3
Jaxson Hayes,13:55,3,3,1.000,0,0,,4,4,1.000,0,3,3,0,1,0,0,1,10,-5
James Johnson,7:40,1,2,.500,0,1,.000,0,0,,0,2,2,1,0,1,1,2,2,-4
